Global Logger,4-10-2024,17:18:56
4-10-24, 11:06:59, -0.002, 16.53
4-10-24, 11:07:00, -0.002, 16.53
4-10-24, 11:07:01, -0.002, 16.54
4-10-24, 11:07:02, -0.002, 16.54
4-10-24, 11:07:03, -0.002, 16.54
4-10-24, 11:07:04, -0.002, 16.54
4-10-24, 11:07:05, -0.002, 16.54
4-10-24, 11:07:06, -0.002, 16.54
4-10-24, 11:07:07, -0.002, 16.53
4-10-24, 11:07:08, -0.002, 16.54
4-10-24, 11:07:09, -0.002, 16.54
4-10-24, 11:07:10, -0.002, 16.54
4-10-24, 11:07:11, -0.002, 16.53
4-10-24, 11:07:12, -0.002, 16.53
4-10-24, 11:07:13, -0.002, 16.54
4-10-24, 11:07:14, -0.002, 16.54
4-10-24, 11:07:15, -0.002, 16.54
4-10-24, 11:07:16, -0.002, 16.53
4-10-24, 11:07:17, -0.002, 16.54
4-10-24, 11:07:18, 0.000, 16.54
4-10-24, 11:07:19, -0.002, 16.54
4-10-24, 11:07:20, 0.000, 16.53
4-10-24, 11:07:21, -0.002, 16.54
4-10-24, 11:07:22, -0.002, 16.53
4-10-24, 11:07:23, -0.002, 16.53
4-10-24, 11:07:24, -0.002, 16.53
4-10-24, 11:07:25, -0.002, 16.53
4-10-24, 11:07:26, -0.002, 16.54
4-10-24, 11:07:27, 0.000, 16.54
4-10-24, 11:07:28, -0.002, 16.53
4-10-24, 11:07:29, -0.002, 16.53
4-10-24, 11:07:30, -0.002, 16.53
4-10-24, 11:07:31, -0.002, 16.54
4-10-24, 11:07:32, -0.002, 16.53
4-10-24, 11:07:33, 0.000, 16.54
4-10-24, 11:07:34, -0.002, 16.53
4-10-24, 11:07:35, -0.002, 16.53
4-10-24, 11:07:36, -0.002, 16.53
4-10-24, 11:07:37, -0.002, 16.54
4-10-24, 11:07:38, -0.002, 16.54
4-10-24, 11:07:39, -0.002, 16.53
4-10-24, 11:07:40, -0.002, 16.53
4-10-24, 11:07:41, -0.002, 16.54
4-10-24, 11:07:42, -0.002, 16.54
4-10-24, 11:07:43, -0.002, 16.54
4-10-24, 11:07:44, 0.000, 16.53
4-10-24, 11:07:45, 0.000, 16.54
4-10-24, 11:07:46, 0.000, 16.53
4-10-24, 11:07:47, -0.002, 16.53
4-10-24, 11:07:48, -0.002, 16.54
4-10-24, 11:07:49, -0.002, 16.54
4-10-24, 11:07:50, -0.002, 16.53
4-10-24, 11:07:51, -0.002, 16.53
4-10-24, 11:07:52, 0.000, 16.54
4-10-24, 11:07:53, 0.000, 16.54
4-10-24, 11:07:54, -0.002, 16.53
4-10-24, 11:07:55, -0.002, 16.53
4-10-24, 11:07:56, -0.002, 16.53
4-10-24, 11:07:57, -0.002, 16.53
4-10-24, 11:07:58, -0.002, 16.54
4-10-24, 11:07:59, -0.002, 16.54
4-10-24, 11:08:00, -0.002, 16.54
4-10-24, 11:08:01, -0.002, 16.53
4-10-24, 11:08:02, -0.002, 16.54
4-10-24, 11:08:03, -0.002, 16.54
4-10-24, 11:08:04, -0.002, 16.53
4-10-24, 11:08:05, 0.000, 16.54
4-10-24, 11:08:06, 0.000, 16.54
4-10-24, 11:08:07, -0.002, 16.53
4-10-24, 11:08:08, -0.002, 16.53
4-10-24, 11:08:09, 0.000, 16.54
4-10-24, 11:08:10, -0.002, 16.53
4-10-24, 11:08:11, 0.000, 16.54
4-10-24, 11:08:12, 0.000, 16.53
4-10-24, 11:08:13, 0.000, 16.53
4-10-24, 11:08:14, -0.002, 16.54
4-10-24, 11:08:15, 0.000, 16.53
4-10-24, 11:08:16, 0.000, 16.53
4-10-24, 11:08:17, 0.000, 16.53
4-10-24, 11:08:18, 0.000, 16.53
4-10-24, 11:08:19, 0.000, 16.54
4-10-24, 11:08:20, 0.000, 16.53
4-10-24, 11:08:21, 0.000, 16.53
4-10-24, 11:08:22, 0.000, 16.53
4-10-24, 11:08:23, 0.000, 16.53
4-10-24, 11:08:24, -0.002, 16.53
4-10-24, 11:08:25, 0.000, 16.53
4-10-24, 11:08:26, 0.000, 16.53
4-10-24, 11:08:27, -0.002, 16.54
4-10-24, 11:08:28, -0.002, 16.53
4-10-24, 11:08:29, 0.000, 16.53
4-10-24, 11:08:30, 0.000, 16.53
4-10-24, 11:08:31, -0.002, 16.53
4-10-24, 11:08:32, 0.000, 16.53
4-10-24, 11:08:33, 0.000, 16.53
4-10-24, 11:08:34, -0.002, 16.53
4-10-24, 11:08:35, 0.002, 16.53
4-10-24, 11:08:36, 0.000, 16.53
4-10-24, 11:08:37, 0.002, 16.53
4-10-24, 11:08:38, 0.000, 16.53
4-10-24, 11:08:39, 0.000, 16.54
4-10-24, 11:08:40, 0.000, 16.53
4-10-24, 11:08:41, 0.002, 16.53
4-10-24, 11:08:42, 0.000, 16.53
4-10-24, 11:08:43, 0.000, 16.53
4-10-24, 11:08:44, -0.002, 16.53
4-10-24, 11:08:45, -0.002, 16.53
4-10-24, 11:08:46, -0.002, 16.53
4-10-24, 11:08:47, -0.002, 16.53
4-10-24, 11:08:48, 0.000, 16.53
4-10-24, 11:08:49, 0.000, 16.53
4-10-24, 11:08:50, 0.000, 16.53
4-10-24, 11:08:51, 0.000, 16.54
4-10-24, 11:08:52, 0.000, 16.53
4-10-24, 11:08:53, -0.002, 16.54
4-10-24, 11:08:54, 0.000, 16.53
4-10-24, 11:08:55, 0.000, 16.53
4-10-24, 11:08:56, -0.002, 16.53
4-10-24, 11:08:57, -0.002, 16.53
4-10-24, 11:08:58, 0.000, 16.53
4-10-24, 11:08:59, 0.000, 16.53
4-10-24, 11:09:00, -0.002, 16.53
4-10-24, 11:09:01, -0.002, 16.53
4-10-24, 11:09:02, 0.000, 16.53
4-10-24, 11:09:03, 0.000, 16.54
4-10-24, 11:09:04, -0.002, 16.53
4-10-24, 11:09:05, 0.000, 16.53
4-10-24, 11:09:06, -0.002, 16.53
4-10-24, 11:09:07, -0.002, 16.53
4-10-24, 11:09:08, 0.000, 16.53
4-10-24, 11:09:09, 0.000, 16.53
4-10-24, 11:09:10, 0.000, 16.53
4-10-24, 11:09:11, 0.000, 16.53
4-10-24, 11:09:12, 0.000, 16.53
4-10-24, 11:09:13, -0.002, 16.54
4-10-24, 11:09:14, -0.002, 16.53
4-10-24, 11:09:15, 0.000, 16.53
4-10-24, 11:09:16, -0.002, 16.53
4-10-24, 11:09:17, 0.000, 16.53
4-10-24, 11:09:18, -0.002, 16.53
4-10-24, 11:09:19, -0.002, 16.53
4-10-24, 11:09:20, -0.002, 16.53
4-10-24, 11:09:21, 0.000, 16.53
4-10-24, 11:09:22, -0.002, 16.53
4-10-24, 11:09:23, 0.000, 16.53
4-10-24, 11:09:24, 0.000, 16.53
4-10-24, 11:09:25, 0.000, 16.53
4-10-24, 11:09:26, 0.000, 16.53
4-10-24, 11:09:27, 0.000, 16.53
4-10-24, 11:09:28, 0.000, 16.53
4-10-24, 11:09:29, 0.000, 16.53
4-10-24, 11:09:30, 0.000, 16.53
4-10-24, 11:09:31, 0.002, 16.53
4-10-24, 11:09:32, 0.000, 16.53
4-10-24, 11:09:33, 0.000, 16.54
4-10-24, 11:09:34, 0.000, 16.53
4-10-24, 11:09:35, -0.002, 16.53
4-10-24, 11:09:36, 0.000, 16.53
4-10-24, 11:09:37, 0.000, 16.53
4-10-24, 11:09:38, -0.002, 16.54
4-10-24, 11:09:39, -0.002, 16.54
4-10-24, 11:09:40, -0.002, 16.53
4-10-24, 11:09:41, -0.002, 16.53
4-10-24, 11:09:42, 0.000, 16.54
4-10-24, 11:09:43, -0.002, 16.53
4-10-24, 11:09:44, -0.002, 16.53
4-10-24, 11:09:45, 0.000, 16.53
4-10-24, 11:09:46, -0.002, 16.53
4-10-24, 11:09:47, 0.000, 16.53
4-10-24, 11:09:48, 0.000, 16.53
4-10-24, 11:09:49, -0.002, 16.53
4-10-24, 11:09:50, -0.002, 16.53
4-10-24, 11:09:51, 0.000, 16.53
4-10-24, 11:09:52, 0.002, 16.53
4-10-24, 11:09:53, 0.000, 16.54
4-10-24, 11:09:54, 0.000, 16.53
4-10-24, 11:09:55, 0.000, 16.53
4-10-24, 11:09:56, 0.000, 16.53
4-10-24, 11:09:57, 0.000, 16.53
4-10-24, 11:09:58, 0.000, 16.53
4-10-24, 11:09:59, 0.000, 16.53
4-10-24, 11:10:00, 0.002, 16.53
4-10-24, 11:10:01, 0.000, 16.53
4-10-24, 11:10:02, 0.000, 16.53
4-10-24, 11:10:03, 0.000, 16.53
4-10-24, 11:10:04, 0.000, 16.53
4-10-24, 11:10:05, 0.000, 16.54
4-10-24, 11:10:06, 0.000, 16.53
4-10-24, 11:10:07, 0.002, 16.53
4-10-24, 11:10:08, 0.000, 16.53
4-10-24, 11:10:09, 0.000, 16.53
4-10-24, 11:10:10, 0.000, 16.53
4-10-24, 11:10:11, 0.000, 16.54
4-10-24, 11:10:12, 0.000, 16.53
4-10-24, 11:10:13, 0.000, 16.53
4-10-24, 11:10:14, 0.000, 16.53
4-10-24, 11:10:15, 0.000, 16.54
4-10-24, 11:10:16, 0.000, 16.53
4-10-24, 11:10:17, 0.000, 16.53
4-10-24, 11:10:18, 0.000, 16.53
4-10-24, 11:10:19, 0.000, 16.53
4-10-24, 11:10:20, 0.000, 16.53
4-10-24, 11:10:21, 0.000, 16.54
4-10-24, 11:10:22, 0.000, 16.53
4-10-24, 11:10:23, 0.000, 16.53
4-10-24, 11:10:24, 0.000, 16.53
4-10-24, 11:10:25, 0.000, 16.53
4-10-24, 11:10:26, 0.000, 16.53
4-10-24, 11:10:27, 0.000, 16.53
4-10-24, 11:10:28, 0.000, 16.53
4-10-24, 11:10:29, 0.000, 16.53
4-10-24, 11:10:30, 0.000, 16.53
4-10-24, 11:10:31, 0.000, 16.53
4-10-24, 11:10:32, 0.000, 16.53
4-10-24, 11:10:33, 0.000, 16.53
4-10-24, 11:10:34, 0.000, 16.53
4-10-24, 11:10:35, 0.000, 16.53
4-10-24, 11:10:36, 0.000, 16.53
4-10-24, 11:10:37, 0.000, 16.53
4-10-24, 11:10:38, 0.000, 16.53
4-10-24, 11:10:39, 0.000, 16.53
4-10-24, 11:10:40, 0.000, 16.53
4-10-24, 11:10:41, 0.000, 16.53
4-10-24, 11:10:42, 0.000, 16.53
4-10-24, 11:10:43, 0.000, 16.53
4-10-24, 11:10:44, 0.000, 16.53
4-10-24, 11:10:45, 0.000, 16.53
4-10-24, 11:10:46, 0.000, 16.53
4-10-24, 11:10:47, 0.000, 16.53
4-10-24, 11:10:48, 0.000, 16.53
4-10-24, 11:10:49, 0.000, 16.53
4-10-24, 11:10:50, 0.000, 16.53
4-10-24, 11:10:51, 0.000, 16.53
4-10-24, 11:10:52, 0.000, 16.53
4-10-24, 11:10:53, 0.000, 16.53
4-10-24, 11:10:54, -0.002, 16.53
4-10-24, 11:10:55, 0.000, 16.53
4-10-24, 11:10:56, 0.000, 16.53
4-10-24, 11:10:57, 0.000, 16.53
4-10-24, 11:10:58, 0.000, 16.53
4-10-24, 11:10:59, 0.000, 16.53
4-10-24, 11:11:00, 0.000, 16.53
4-10-24, 11:11:01, 0.000, 16.53
4-10-24, 11:11:02, 0.000, 16.53
4-10-24, 11:11:03, 0.000, 16.53
4-10-24, 11:11:04, 0.000, 16.54
4-10-24, 11:11:05, 0.000, 16.53
4-10-24, 11:11:06, 0.000, 16.53
4-10-24, 11:11:07, 0.000, 16.54
4-10-24, 11:11:08, 0.000, 16.53
4-10-24, 11:11:09, 0.000, 16.53
4-10-24, 11:11:10, 0.000, 16.53
4-10-24, 11:11:11, 0.000, 16.53
4-10-24, 11:11:12, 0.000, 16.53
4-10-24, 11:11:13, 0.000, 16.53
4-10-24, 11:11:14, 0.000, 16.53
4-10-24, 11:11:15, 0.000, 16.53
4-10-24, 11:11:16, 0.000, 16.53
4-10-24, 11:11:17, 0.002, 16.53
4-10-24, 11:11:18, 0.000, 16.53
4-10-24, 11:11:19, 0.000, 16.53
4-10-24, 11:11:20, 0.002, 16.53
4-10-24, 11:11:21, 0.000, 16.53
4-10-24, 11:11:22, 0.000, 16.53
4-10-24, 11:11:23, 0.000, 16.53
4-10-24, 11:11:24, 0.000, 16.53
4-10-24, 11:11:25, 0.000, 16.53
4-10-24, 11:11:26, 0.000, 16.53
4-10-24, 11:11:27, 0.000, 16.53
4-10-24, 11:11:28, 0.000, 16.53
4-10-24, 11:11:29, 0.000, 16.53
4-10-24, 11:11:30, 0.000, 16.53
4-10-24, 11:11:31, 0.000, 16.53
4-10-24, 11:11:32, 0.000, 16.53
4-10-24, 11:11:33, 0.000, 16.54
4-10-24, 11:11:34, 0.000, 16.53
4-10-24, 11:11:35, 0.000, 16.53
4-10-24, 11:11:36, 0.000, 16.53
4-10-24, 11:11:37, 0.000, 16.53
4-10-24, 11:11:38, 0.000, 16.53
4-10-24, 11:11:39, 0.000, 16.53
4-10-24, 11:11:40, 0.000, 16.53
4-10-24, 11:11:41, 0.000, 16.54
4-10-24, 11:11:42, 0.000, 16.53
4-10-24, 11:11:43, 0.000, 16.53
4-10-24, 11:11:44, 0.000, 16.53
4-10-24, 11:11:45, 0.000, 16.53
4-10-24, 11:11:46, 0.002, 16.53
4-10-24, 11:11:47, 0.000, 16.53
4-10-24, 11:11:48, 0.000, 16.53
4-10-24, 11:11:49, 0.000, 16.53
4-10-24, 11:11:50, 0.000, 16.53
4-10-24, 11:11:51, 0.000, 16.53
4-10-24, 11:11:52, 0.002, 16.53
4-10-24, 11:11:53, 0.000, 16.53
4-10-24, 11:11:54, 0.000, 16.53
4-10-24, 11:11:55, 0.000, 16.53
4-10-24, 11:11:56, 0.000, 16.53
4-10-24, 11:11:57, 0.002, 16.53
4-10-24, 11:11:58, 0.000, 16.53
4-10-24, 11:11:59, 0.002, 16.53
4-10-24, 11:12:00, 0.000, 16.53
4-10-24, 11:12:01, 0.000, 16.53
4-10-24, 11:12:02, 0.002, 16.53
4-10-24, 11:12:03, 0.000, 16.53
4-10-24, 11:12:04, 0.000, 16.53
4-10-24, 11:12:05, 0.002, 16.53
4-10-24, 11:12:06, 0.002, 16.53
4-10-24, 11:12:07, 0.002, 16.53
4-10-24, 11:12:08, 0.002, 16.53
4-10-24, 11:12:09, 0.002, 16.53
4-10-24, 11:12:10, 0.002, 16.53
4-10-24, 11:12:11, 0.000, 16.53
4-10-24, 11:12:12, 0.000, 16.53
4-10-24, 11:12:13, 0.000, 16.53
4-10-24, 11:12:14, 0.002, 16.53
4-10-24, 11:12:15, 0.002, 16.53
4-10-24, 11:12:16, 0.002, 16.53
4-10-24, 11:12:17, 0.000, 16.53
4-10-24, 11:12:18, 0.000, 16.53
4-10-24, 11:12:19, 0.000, 16.53
4-10-24, 11:12:20, 0.000, 16.53
4-10-24, 11:12:21, 0.002, 16.53
4-10-24, 11:12:22, 0.000, 16.53
4-10-24, 11:12:23, 0.023, 16.53
4-10-24, 11:12:24, 0.120, 16.53
4-10-24, 11:12:25, 0.125, 16.53
4-10-24, 11:12:26, 0.122, 16.53
4-10-24, 11:12:27, 0.122, 16.53
4-10-24, 11:12:28, 0.120, 16.53
4-10-24, 11:12:29, 0.120, 16.53
4-10-24, 11:12:30, 0.118, 16.53
4-10-24, 11:12:31, 0.118, 16.53
4-10-24, 11:12:32, 0.118, 16.53
4-10-24, 11:12:33, 0.115, 16.53
4-10-24, 11:12:34, 0.115, 16.53
4-10-24, 11:12:35, 0.115, 16.53
4-10-24, 11:12:36, 0.115, 16.53
4-10-24, 11:12:37, 0.115, 16.53
4-10-24, 11:12:38, 0.113, 16.53
4-10-24, 11:12:39, 0.113, 16.53
4-10-24, 11:12:40, 0.113, 16.53
4-10-24, 11:12:41, 0.113, 16.53
4-10-24, 11:12:42, 0.113, 16.53
4-10-24, 11:12:43, 0.111, 16.53
4-10-24, 11:12:44, 0.113, 16.53
4-10-24, 11:12:45, 0.111, 16.53
4-10-24, 11:12:46, 0.113, 16.53
4-10-24, 11:12:47, 0.111, 16.53
4-10-24, 11:12:48, 0.111, 16.53
4-10-24, 11:12:49, 0.111, 16.53
4-10-24, 11:12:50, 0.111, 16.53
4-10-24, 11:12:51, 0.111, 16.53
4-10-24, 11:12:52, 0.111, 16.53
4-10-24, 11:12:53, 0.111, 16.53
4-10-24, 11:12:54, 0.111, 16.53
4-10-24, 11:12:55, 0.111, 16.53
4-10-24, 11:12:56, 0.108, 16.53
4-10-24, 11:12:57, 0.111, 16.53
4-10-24, 11:12:58, 0.108, 16.53
4-10-24, 11:12:59, 0.108, 16.53
4-10-24, 11:13:00, 0.108, 16.53
4-10-24, 11:13:01, 0.108, 16.53
4-10-24, 11:13:02, 0.108, 16.53
4-10-24, 11:13:03, 0.108, 16.53
4-10-24, 11:13:04, 0.108, 16.53
4-10-24, 11:13:05, 0.108, 16.53
4-10-24, 11:13:06, 0.108, 16.53
4-10-24, 11:13:07, 0.108, 16.53
4-10-24, 11:13:08, 0.108, 16.53
4-10-24, 11:13:09, 0.108, 16.53
4-10-24, 11:13:10, 0.108, 16.53
4-10-24, 11:13:11, 0.108, 16.53
4-10-24, 11:13:12, 0.108, 16.53
4-10-24, 11:13:13, 0.108, 16.53
4-10-24, 11:13:14, 0.108, 16.53
4-10-24, 11:13:15, 0.108, 16.53
4-10-24, 11:13:16, 0.108, 16.53
4-10-24, 11:13:17, 0.108, 16.53
4-10-24, 11:13:18, 0.108, 16.53
4-10-24, 11:13:19, 0.108, 16.53
4-10-24, 11:13:20, 0.108, 16.53
4-10-24, 11:13:21, 0.108, 16.53
4-10-24, 11:13:22, 0.108, 16.53
4-10-24, 11:13:23, 0.108, 16.53
4-10-24, 11:13:24, 0.108, 16.53
4-10-24, 11:13:25, 0.108, 16.53
4-10-24, 11:13:26, 0.108, 16.53
4-10-24, 11:13:27, 0.108, 16.53
4-10-24, 11:13:28, 0.108, 16.53
4-10-24, 11:13:29, 0.108, 16.53
4-10-24, 11:13:30, 0.108, 16.53
4-10-24, 11:13:31, 0.106, 16.53
4-10-24, 11:13:32, 0.108, 16.53
4-10-24, 11:13:33, 0.108, 16.53
4-10-24, 11:13:34, 0.108, 16.53
4-10-24, 11:13:35, 0.106, 16.53
4-10-24, 11:13:36, 0.106, 16.53
4-10-24, 11:13:37, 0.108, 16.53
4-10-24, 11:13:38, 0.108, 16.53
4-10-24, 11:13:39, 0.106, 16.53
4-10-24, 11:13:40, 0.108, 16.53
4-10-24, 11:13:41, 0.106, 16.53
4-10-24, 11:13:42, 0.106, 16.53
4-10-24, 11:13:43, 0.106, 16.53
4-10-24, 11:13:44, 0.106, 16.53
4-10-24, 11:13:45, 0.106, 16.53
4-10-24, 11:13:46, 0.106, 16.53
4-10-24, 11:13:47, 0.106, 16.53
4-10-24, 11:13:48, 0.106, 16.53
4-10-24, 11:13:49, 0.106, 16.53
4-10-24, 11:13:50, 0.106, 16.53
4-10-24, 11:13:51, 0.106, 16.53
4-10-24, 11:13:52, 0.106, 16.53
4-10-24, 11:13:53, 0.106, 16.53
4-10-24, 11:13:54, 0.106, 16.53
4-10-24, 11:13:55, 0.106, 16.53
4-10-24, 11:13:56, 0.106, 16.53
4-10-24, 11:13:57, 0.106, 16.53
4-10-24, 11:13:58, 0.106, 16.53
4-10-24, 11:13:59, 0.106, 16.53
4-10-24, 11:14:00, 0.106, 16.53
4-10-24, 11:14:01, 0.106, 16.53
4-10-24, 11:14:02, 0.106, 16.53
4-10-24, 11:14:03, 0.106, 16.53
4-10-24, 11:14:04, 0.106, 16.53
4-10-24, 11:14:05, 0.106, 16.53
4-10-24, 11:14:06, 0.106, 16.53
4-10-24, 11:14:07, 0.106, 16.53
4-10-24, 11:14:08, 0.106, 16.53
4-10-24, 11:14:09, 0.104, 16.53
4-10-24, 11:14:10, 0.106, 16.53
4-10-24, 11:14:11, 0.106, 16.53
4-10-24, 11:14:12, 0.106, 16.53
4-10-24, 11:14:13, 0.106, 16.53
4-10-24, 11:14:14, 0.104, 16.53
4-10-24, 11:14:15, 0.106, 16.53
4-10-24, 11:14:16, 0.106, 16.53
4-10-24, 11:14:17, 0.104, 16.53
4-10-24, 11:14:18, 0.106, 16.53
4-10-24, 11:14:19, 0.106, 16.53
4-10-24, 11:14:20, 0.104, 16.53
4-10-24, 11:14:21, 0.106, 16.53
4-10-24, 11:14:22, 0.104, 16.53
4-10-24, 11:14:23, 0.104, 16.53
4-10-24, 11:14:24, 0.104, 16.53
4-10-24, 11:14:25, 0.106, 16.53
4-10-24, 11:14:26, 0.104, 16.53
4-10-24, 11:14:27, 0.104, 16.53
4-10-24, 11:14:28, 0.106, 16.53
4-10-24, 11:14:29, 0.104, 16.53
4-10-24, 11:14:30, 0.104, 16.53
4-10-24, 11:14:31, 0.104, 16.53
4-10-24, 11:14:32, 0.104, 16.53
4-10-24, 11:14:33, 0.104, 16.53
4-10-24, 11:14:34, 0.104, 16.53
4-10-24, 11:14:35, 0.104, 16.52
4-10-24, 11:14:36, 0.104, 16.53
4-10-24, 11:14:37, 0.106, 16.53
4-10-24, 11:14:38, 0.104, 16.53
4-10-24, 11:14:39, 0.104, 16.53
4-10-24, 11:14:40, 0.104, 16.53
4-10-24, 11:14:41, 0.106, 16.53
4-10-24, 11:14:42, 0.104, 16.52
4-10-24, 11:14:43, 0.104, 16.53
4-10-24, 11:14:44, 0.104, 16.53
4-10-24, 11:14:45, 0.104, 16.53
4-10-24, 11:14:46, 0.104, 16.53
4-10-24, 11:14:47, 0.104, 16.53
4-10-24, 11:14:48, 0.104, 16.53
4-10-24, 11:14:49, 0.104, 16.53
4-10-24, 11:14:50, 0.104, 16.53
4-10-24, 11:14:51, 0.104, 16.53
4-10-24, 11:14:52, 0.104, 16.53
4-10-24, 11:14:53, 0.104, 16.52
4-10-24, 11:14:54, 0.104, 16.53
4-10-24, 11:14:55, 0.104, 16.53
4-10-24, 11:14:56, 0.104, 16.53
4-10-24, 11:14:57, 0.104, 16.53
4-10-24, 11:14:58, 0.104, 16.53
4-10-24, 11:14:59, 0.104, 16.53
4-10-24, 11:15:00, 0.104, 16.53
4-10-24, 11:15:01, 0.101, 16.53
4-10-24, 11:15:02, 0.104, 16.53
4-10-24, 11:15:03, 0.104, 16.53
4-10-24, 11:15:04, 0.104, 16.53
4-10-24, 11:15:05, 0.104, 16.53
4-10-24, 11:15:06, 0.104, 16.53
4-10-24, 11:15:07, 0.104, 16.53
4-10-24, 11:15:08, 0.104, 16.53
4-10-24, 11:15:09, 0.104, 16.53
4-10-24, 11:15:10, 0.104, 16.53
4-10-24, 11:15:11, 0.104, 16.53
4-10-24, 11:15:12, 0.104, 16.52
4-10-24, 11:15:13, 0.104, 16.53
4-10-24, 11:15:14, 0.104, 16.53
4-10-24, 11:15:15, 0.104, 16.52
4-10-24, 11:15:16, 0.104, 16.53
4-10-24, 11:15:17, 0.104, 16.53
4-10-24, 11:15:18, 0.104, 16.53
4-10-24, 11:15:19, 0.101, 16.53
4-10-24, 11:15:20, 0.101, 16.53
4-10-24, 11:15:21, 0.101, 16.53
4-10-24, 11:15:22, 0.101, 16.53
4-10-24, 11:15:23, 0.104, 16.53
4-10-24, 11:15:24, 0.101, 16.53
4-10-24, 11:15:25, 0.101, 16.53
4-10-24, 11:15:26, 0.101, 16.53
4-10-24, 11:15:27, 0.101, 16.53
4-10-24, 11:15:28, 0.101, 16.53
4-10-24, 11:15:29, 0.101, 16.53
4-10-24, 11:15:30, 0.101, 16.53
4-10-24, 11:15:31, 0.101, 16.52
4-10-24, 11:15:32, 0.101, 16.53
4-10-24, 11:15:33, 0.101, 16.53
4-10-24, 11:15:34, 0.101, 16.53
4-10-24, 11:15:35, 0.101, 16.53
4-10-24, 11:15:36, 0.101, 16.53
4-10-24, 11:15:37, 0.101, 16.53
4-10-24, 11:15:38, 0.101, 16.52
4-10-24, 11:15:39, 0.101, 16.53
4-10-24, 11:15:40, 0.101, 16.53
4-10-24, 11:15:41, 0.101, 16.53
4-10-24, 11:15:42, 0.101, 16.53
4-10-24, 11:15:43, 0.101, 16.53
4-10-24, 11:15:44, 0.101, 16.53
4-10-24, 11:15:45, 0.101, 16.53
4-10-24, 11:15:46, 0.101, 16.53
4-10-24, 11:15:47, 0.101, 16.53
4-10-24, 11:15:48, 0.101, 16.53
4-10-24, 11:15:49, 0.101, 16.53
4-10-24, 11:15:50, 0.101, 16.53
4-10-24, 11:15:51, 0.101, 16.53
4-10-24, 11:15:52, 0.101, 16.53
4-10-24, 11:15:53, 0.101, 16.53
4-10-24, 11:15:54, 0.101, 16.53
4-10-24, 11:15:55, 0.101, 16.53
4-10-24, 11:15:56, 0.101, 16.53
4-10-24, 11:15:57, 0.101, 16.53
4-10-24, 11:15:58, 0.101, 16.53
4-10-24, 11:15:59, 0.101, 16.53
4-10-24, 11:16:00, 0.101, 16.53
4-10-24, 11:16:01, 0.101, 16.53
4-10-24, 11:16:02, 0.101, 16.53
4-10-24, 11:16:03, 0.101, 16.53
4-10-24, 11:16:04, 0.101, 16.53
4-10-24, 11:16:05, 0.101, 16.53
4-10-24, 11:16:06, 0.101, 16.53
4-10-24, 11:16:07, 0.101, 16.53
4-10-24, 11:16:08, 0.101, 16.53
4-10-24, 11:16:09, 0.101, 16.53
4-10-24, 11:16:10, 0.101, 16.53
4-10-24, 11:16:11, 0.101, 16.53
4-10-24, 11:16:12, 0.101, 16.53
4-10-24, 11:16:13, 0.101, 16.53
4-10-24, 11:16:14, 0.101, 16.53
4-10-24, 11:16:15, 0.101, 16.52
4-10-24, 11:16:16, 0.101, 16.53
4-10-24, 11:16:17, 0.101, 16.53
4-10-24, 11:16:18, 0.101, 16.53
4-10-24, 11:16:19, 0.101, 16.53
4-10-24, 11:16:20, 0.101, 16.53
4-10-24, 11:16:21, 0.101, 16.53
4-10-24, 11:16:22, 0.101, 16.53
4-10-24, 11:16:23, 0.101, 16.53
4-10-24, 11:16:24, 0.101, 16.53
4-10-24, 11:16:25, 0.099, 16.53
4-10-24, 11:16:26, 0.099, 16.53
4-10-24, 11:16:27, 0.101, 16.53
4-10-24, 11:16:28, 0.101, 16.53
4-10-24, 11:16:29, 0.101, 16.53
4-10-24, 11:16:30, 0.099, 16.53
4-10-24, 11:16:31, 0.101, 16.53
4-10-24, 11:16:32, 0.099, 16.53
4-10-24, 11:16:33, 0.101, 16.53
4-10-24, 11:16:34, 0.099, 16.53
4-10-24, 11:16:35, 0.099, 16.53
4-10-24, 11:16:36, 0.101, 16.53
4-10-24, 11:16:37, 0.101, 16.53
4-10-24, 11:16:38, 0.099, 16.53
4-10-24, 11:16:39, 0.099, 16.53
4-10-24, 11:16:40, 0.101, 16.53
4-10-24, 11:16:41, 0.101, 16.53
4-10-24, 11:16:42, 0.101, 16.53
4-10-24, 11:16:43, 0.099, 16.53
4-10-24, 11:16:44, 0.099, 16.53
4-10-24, 11:16:45, 0.099, 16.52
4-10-24, 11:16:46, 0.099, 16.53
4-10-24, 11:16:47, 0.099, 16.53
4-10-24, 11:16:48, 0.099, 16.53
4-10-24, 11:16:49, 0.099, 16.53
4-10-24, 11:16:50, 0.099, 16.52
4-10-24, 11:16:51, 0.099, 16.53
4-10-24, 11:16:52, 0.099, 16.53
4-10-24, 11:16:53, 0.099, 16.53
4-10-24, 11:16:54, 0.099, 16.53
4-10-24, 11:16:55, 0.099, 16.52
4-10-24, 11:16:56, 0.099, 16.53
4-10-24, 11:16:57, 0.099, 16.52
4-10-24, 11:16:58, 0.099, 16.53
4-10-24, 11:16:59, 0.099, 16.53
4-10-24, 11:17:00, 0.099, 16.52
4-10-24, 11:17:01, 0.099, 16.53
4-10-24, 11:17:02, 0.099, 16.53
4-10-24, 11:17:03, 0.099, 16.53
4-10-24, 11:17:04, 0.099, 16.53
4-10-24, 11:17:05, 0.099, 16.53
